"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","InspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","Inspectorate (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","MSOA (code)","LSOA (code)"
133303,"850","Hampshire","2020","Sharps Copse Primary and Nursery School","Community school","LA maintained schools","Open","Result of Amalgamation","07-01-2002","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",315,"Not applicable","18-01-2018","309","160","149","32","Not applicable","","Not applicable","","Not under a federation","",10074190,"","Not applicable","07-02-2017","Prospect Lane","","","Havant","Hampshire","PO9 5PE","www.sharpscopse.hants.sch.uk/","02392484545","Mr","Michael","Elsen","Acting Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Bondfields","Havant","Urban city and town","E10000014",472690,108293,"","Havant 009","Havant 009C","","","","","Good","South-East England and South London","","100062457747","","E02004770","E01022915"
133581,"850","Hampshire","7001","Prospect School","Community special school","Special schools","Open","Not applicable","01-01-2002","Not applicable","","Not applicable",11,16,"No boarders","Not applicable","Not applicable","Boys","Does not apply","Does not apply","Not applicable","Not applicable",52,"Has Special Classes","18-01-2018","57","57","0","56.1","Not applicable","","Not applicable","","Not under a federation","",10017744,"","Not applicable","02-11-2017","Freeley Road","","","Havant","Hampshire","PO9 4AQ","www.prospectschoolhavant.com","02392485140","Mrs","Sharon","Chinnappa","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","","Not applicable","","","","","South East","Havant","Barncroft","Havant","Urban city and town","E10000014",470298,108813,"","Havant 006","Havant 006A","","","","","Good","South-East England and South London","","10013676963","","E02004767","E01022901"
133675,"852","Southampton","1100","Compass School","Pupil referral unit","LA maintained schools","Open","Not applicable","01-04-2002","Not applicable","","Not applicable",5,16,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable","","Has Special Classes","18-01-2018","78","59","19","71.8","Not applicable","","Not applicable","","Not applicable","",10016587,"","Not applicable","31-10-2017","Green Lane","Millbrook","","Southampton","Hampshire","SO16 9FQ","","02380215320","Ms","Alison","Parsons","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Redbridge","Southampton, Test","Urban city and town","E06000045",438428,115071,"","Southampton 007","Southampton 007C","","","","","Good","South-East England and South London","","10090584629","","E02003555","E01017242"
133704,"852","Southampton","2003","Newlands Primary School","Community school","LA maintained schools","Open","Result of Amalgamation","01-01-2003","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","18-01-2018","407","212","195","35.4","Not applicable","","Not applicable","","Not under a federation","",10074168,"","Not applicable","13-06-2018","Windermere Avenue","Millbrook","","Southampton","Hampshire","SO16 9QX","www.newlandsprimary.co.uk","02380773363","Mrs","Karen","Mellor","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Redbridge","Southampton, Test","Urban city and town","E06000045",438321,114366,"","Southampton 012","Southampton 012E","","","","","Good","South-East England and South London","","100062511112","","E02003560","E01017245"
133778,"850","Hampshire","1118","The Key Education Centre","Pupil referral unit","LA maintained schools","Open","New Provision","08-04-2002","Not applicable","","Not applicable",11,16,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable","","Not applicable","18-01-2018","16","13","3","0","Not applicable","","Not applicable","","Not applicable","",10016946,"","Not applicable","27-02-2018","Tukes Avenue","","","Gosport","Hampshire","PO13 0SG","www.thekeyeducationcentre.co.uk","02392528653","Mrs","Leanne","Forde-Nassey","Interim Headteacher","Not applicable","","","","Does not provide places for Teen Mothers","","Does not have child care facilities","PRU Does have Provision for SEN","Not applicable",30,"","PRU does offer tuition by another provider","Not applicable","","","","","","","","","","","","","","","","","","","South East","Gosport","Bridgemary North","Gosport","Urban city and town","E10000014",457742,103780,"","Gosport 001","Gosport 001A","","","","","Good","South-East England and South London","","37004970","","E02004741","E01022800"
133867,"851","Portsmouth","","University of Portsmouth","Higher education institutions","Universities","Open","Not applicable","","Not applicable","","Not applicable","","","No boarders","Not applicable","Not applicable","Mixed","","Does not apply","Not applicable","Not applicable","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","",10007155,74,"Not applicable","","University House","Winston Churchill Avenue","","Portsmouth","Hampshire","PO1 2UP","http://www.port.ac.uk","02392848484","Professor","John","Craven","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Portsmouth","St Thomas","Portsmouth South","Urban city and town","E06000044",463980,99915,"","Portsmouth 018","Portsmouth 018E","","","","","","South-East England and South London","","1775087289","","E02003541","E01017132"
133878,"852","Southampton","","Southampton Solent University","Higher education institutions","Universities","Open","Not applicable","","Not applicable","","Not applicable","","","No boarders","Not applicable","Not applicable","Mixed","","Does not apply","Not applicable","Not applicable","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","",10006022,37,"Not applicable","","East Park Terrace","","","Southampton","Hampshire","SO14 0YN","http://www.solent.ac.uk","02380319000","Prof","Van J","Gore","Vice-Chancellor","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Bargate","Southampton, Itchen","Urban city and town","E06000045",442271,112202,"","Southampton 029","Southampton 029A","","","","","","South-East England and South London","","","","E02003577","E01017139"
133879,"852","Southampton","","University of Southampton","Higher education institutions","Universities","Open","Not applicable","","Not applicable","","Not applicable","","","No boarders","Not applicable","Not applicable","Mixed","","Does not apply","Not applicable","Not applicable","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","",10007158,160,"Not applicable","","Highfield","","","Southampton","Hampshire","SO17 1BJ","http://www.soton.ac.uk","02380595000","Professor","Don","Nutbeam","Vice-Chancellor","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Portswood","Southampton, Test","Urban city and town","E06000045",442547,115351,"","Southampton 009","Southampton 009F","","","","","","South-East England and South London","","10024437276","","E02003557","E01032753"
133880,"850","Hampshire","","University of Winchester","Higher education institutions","Universities","Open","Not applicable","","Not applicable","","Not applicable","","","No boarders","Not applicable","Not applicable","Mixed","","Does not apply","Not applicable","Not applicable","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","",10003614,21,"Not applicable","","Sparkford Road","","","Winchester","Hampshire","SO22 4NR","http://www.wkac.ac.uk/","01962841515","Professor","Paul","Light","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","St Paul","Winchester","Urban city and town","E10000014",447265,129182,"","Winchester 008","Winchester 008D","","","","","","South-East England and South London","","100062519480","","E02004836","E01023266"
133943,"852","Southampton","2004","Sinclair Primary and Nursery School","Community school","LA maintained schools","Open","Result of Amalgamation","01-09-2003","Not applicable","","Primary",4,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"Not applicable","18-01-2018","245","117","128","15.9","Not applicable","","Not applicable","","Not under a federation","",10074160,"","Not applicable","23-01-2013","Sinclair Road","Lordshill","","Southampton","Hampshire","SO16 8GF","www.sinclairlive.net","02380736663","Ms","Gerida","Montague","Partnership Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Coxford","Southampton, Test","Urban city and town","E06000045",439138,116400,"","Southampton 002","Southampton 002B","","","","","Outstanding","South-East England and South London","","10001305909","","E02003550","E01017181"
133964,"850","Hampshire","6079","Grantham Farm Montessori School","Other independent school","Independent schools","Open","New Provision","30-09-2002","Not applicable","","Not applicable",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","Christian","Not applicable","Not applicable",34,"Not applicable","18-01-2018","28","11","17","","Not applicable","","Not applicable","","Not applicable","",10071861,"","Not applicable","","Inhurst Lane","Baughurst","","Tadley","Hampshire","RG26 5JS","","01189815821","Ms","Emma","Wetherley","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Baughurst and Tadley North","North West Hampshire","Urban city and town","E10000014",457424,161251,"","Basingstoke and Deane 004","Basingstoke and Deane 004A","Ofsted",0,0,"Emma Wetherley","","South-East England and South London","","100062463763","","E02004678","E01022472"
134652,"850","Hampshire","3199","Chiltern Primary School","Community school","LA maintained schools","Open","Result of Amalgamation","01-09-2004","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",315,"Not applicable","18-01-2018","226","116","110","14.6","Not applicable","","Not applicable","","Not under a federation","",10074132,"","Not applicable","22-03-2017","Chiltern Way","","","Basingstoke","Hampshire","RG22 5BB","www.chiltern-pri.hants.sch.uk/","01256473791","Mr","Philip","Clarke","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Buckskin","Basingstoke","Urban city and town","E10000014",460620,151604,"","Basingstoke and Deane 013","Basingstoke and Deane 013C","","","","","Requires improvement","South-East England and South London","","100062460293","","E02004687","E01022486"
134734,"850","Hampshire","3667","Cadland Primary School","Community school","LA maintained schools","Open","Result of Amalgamation","02-09-2005","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",403,"Not applicable","18-01-2018","353","185","168","18.4","Not applicable","","Not applicable","","Not under a federation","",10074128,"","Not applicable","20-06-2017","Whitefield Road","","","Holbury","Hampshire","SO45 2HW","www.cadland.hants.sch.uk/","02380892341","Mr","James","Nutbeam","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Holbury and North Blackfield","New Forest East","Urban city and town","E10000014",443314,103331,"","New Forest 013","New Forest 013D","","","","","Good","South-East England and South London","","100062533560","","E02004791","E01023033"
134769,"850","Hampshire","6084","Sherfield School","Other independent school","Independent schools","Open","New Provision","02-02-2005","Not applicable","","Not applicable",2,19,"Boarding school","Has Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",500,"Not applicable","18-01-2018","416","233","183","","Not applicable","","Not applicable","","Not applicable","",10017809,"","Not applicable","","Sherfield-on-Loddon","","","Hook","Hampshire","RG27 0HU","www.sherfieldschool.co.uk","01256884800","Mr","Christopher","James-Roll","Head Master","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","PRU offers full time provision","Not applicable","Not approved","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Bramley and Sherfield","North East Hampshire","Rural hamlet and isolated dwellings","E10000014",468180,157055,"","Basingstoke and Deane 005","Basingstoke and Deane 005C","ISI",0,91,"","","South-East England and South London","","10008485375","","E02004679","E01022492"
134844,"850","Hampshire","1005","Lanterns Nursery School","Local authority nursery school","LA maintained schools","Open","Result of Amalgamation","12-09-2005","Not applicable","","Nursery",2,5,"No boarders","Has Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable","","Not applicable","18-01-2018","119","63","56","0","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","06-12-2017","Bereweeke Road","","","Winchester","Hampshire","SO22 6AJ","http://www.lanterns.hants.sch.uk","01962860393","Mrs","Lynsay","Falkingham","Acting Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SpLD - Specific Learning Difficulty","VI - Visual Impairment","OTH - Other Difficulty/Disability","HI - Hearing Impairment","SLCN - Speech, language and Communication","ASD - Autistic Spectrum Disorder","SEMH - Social, Emotional and Mental Health","MSI - Multi-Sensory Impairment","PD - Physical Disability","MLD - Moderate Learning Difficulty","SLD - Severe Learning Difficulty","","","Resource Provision",36,36,"","","South East","Winchester","St Barnabas","Winchester","Urban city and town","E10000014",447477,130560,"","Winchester 005","Winchester 005A","","","","","Outstanding","South-East England and South London","","10000101678","","E02004833","E01023247"
134945,"850","Hampshire","3668","Romsey Primary School","Community school","LA maintained schools","Open","Result of Amalgamation","01-09-2006","Not applicable","","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"Not applicable","18-01-2018","253","142","111","10.3","Not applicable","","Not applicable","","Not under a federation","",10071737,"","Not applicable","30-10-2018","Mercer Way","","","Romsey","Hampshire","SO51 7PH","www.romseyprimary.co.uk","01794512362","","Jason","Anderson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Cupernham","Romsey and Southampton North","Urban city and town","E10000014",436185,121720,"","Test Valley 010","Test Valley 010C","","","","","Good","South-East England and South London","","100062537163","","E02004823","E01023176"
135105,"850","Hampshire","6086","Hillcrest Jubilee School","Other independent special school","Special schools","Open","New Provision","31-10-2006","Not applicable","","Not applicable",8,16,"No boarders","Not applicable","Not applicable","Mixed","None","None","Not applicable","Not applicable",36,"Has Special Classes","18-01-2018","30","18","12","","Not applicable","","Not applicable","","Not applicable","",10071846,"","Not applicable","","84-86 Jubilee Road","","","Waterlooville","Hampshire","PO7 7RE","","02392250963","Mr","Tim","Rogers","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Approved","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","","Resource Provision and SEN Unit",9,12,9,12,"South East","Havant","Waterloo","Meon Valley","Urban city and town","E10000014",468114,110112,"","Havant 003","Havant 003E","Ofsted",22,8,"Roger Colvin","","South-East England and South London","","100062455588","","E02004764","E01022976"
135240,"850","Hampshire","6088","Fair Ways School","Other independent school","Independent schools","Open","New Provision","18-04-2007","Not applicable","","Not applicable",11,19,"No boarders","No Nursery Classes","Has a sixth form","Mixed","None","None","Not applicable","Not applicable",50,"Has Special Classes","18-01-2018","36","21","15","","Not applicable","","Not applicable","","Not applicable","",10023011,"","Not applicable","","New Road","","Swanwick","Southampton","Hampshire","SO31 7HE","","01489579011","Miss","Laura","Willis","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not approved","ASD - Autistic Spectrum Disorder","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","SEN Unit","","",32,40,"South East","Fareham","Sarisbury","Fareham","Urban city and town","E10000014",450864,109774,"","Fareham 001","Fareham 001E","Ofsted",36,0,"","","South-East England and South London","","100060368664","","E02004727","E01022774"
135308,"851","Portsmouth","7472","The Harbour School","Community special school","Special schools","Open","New Provision","01-09-2007","Not applicable","","Not applicable",5,19,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",190,"Has Special Classes","18-01-2018","118","91","27","50","Not applicable","","Not applicable","","Not under a federation","",10022974,"","Not applicable","04-06-2015","Tipner Lane","Tipner","","Portsmouth","Hampshire","PO2 8RA","www.theharbourschoolportsmouth.org","02392665664","Mr","Ian","Hunkin","Head of School","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","","","","","","","South East","Portsmouth","Nelson","Portsmouth North","Urban city and town","E06000044",464157,102948,"","Portsmouth 010","Portsmouth 010A","","","","","Good","South-East England and South London","","1775079352","","E02003533","E01017104"
135529,"850","Hampshire","3670","Woodcroft Primary","Community school","LA maintained schools","Open","Result of Amalgamation","01-04-2009","Not applicable","","Primary",4,11,"Not applicable","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"Not applicable","18-01-2018","178","93","85","37.6","Not applicable","","Not applicable","","Supported by a federation","The Federation of Woodcraft and Mill Hill Primary Schools",10072339,"","Not applicable","01-03-2017","37 Woodcroft Lane","","","Waterlooville","Hampshire","PO8 9QD","http://www.woodcroftprimary.co.uk/","02392593939","Mr","Barry","Fanning","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Hart Plain","Meon Valley","Urban city and town","E10000014",468587,112088,"","Havant 019","Havant 019D","","","","","Good","South-East England and South London","","100062456270","","E02006830","E01032618"
135628,"852","Southampton","6905","Oasis Academy Lord's Hill","Academy sponsor led","Academies","Open","New Provision","01-09-2008","Not applicable","","Secondary",11,16,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Non-selective",900,"No Special Classes","18-01-2018","604","318","286","24.5","Supported by a multi-academy trust","OASIS COMMUNITY LEARNING","Linked to a sponsor","Oasis Community Learning","Not applicable","",10024147,"","Not applicable","23-03-2016","Romsey Road","","","Southampton","Hampshire","SO16 8FA","http://www.oasisacademylordshill.org/","02380393660","Mr","Robert","Forder","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Redbridge","Southampton, Test","Urban city and town","E06000045",438478,115136,"","Southampton 007","Southampton 007B","","","","","Good","South-East England and South London","","10024440867","","E02003555","E01017241"
135629,"852","Southampton","6906","Oasis Academy Mayfield","Academy sponsor led","Academies","Open","New Provision","01-09-2008","Not applicable","","Secondary",11,16,"No boarders","Not applicable","Not applicable","Mixed","None","None","Not applicable","Non-selective",900,"No Special Classes","18-01-2018","852","462","390","16.8","Supported by a multi-academy trust","OASIS COMMUNITY LEARNING","Linked to a sponsor","Oasis Community Learning","Not applicable","",10024148,"","Not applicable","05-05-2016","Ashley Crescent","","","Southampton","Hampshire","SO19 9NA","http://www.oasisacademymayfield.org/","02380328128","Ms","Claire","Taylor","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Southampton","Sholing","Southampton, Itchen","Urban city and town","E06000045",446048,110474,"","Southampton 026","Southampton 026E","","","","","Good","South-East England and South London","","10034870979","","E02003574","E01017262"
135823,"850","Hampshire","7041","Forest Park School","Community special school","Special schools","Open","Result of Amalgamation","01-09-2009","","","Not applicable",2,19,"No boarders","Has Nursery Classes","Has a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",117,"Has Special Classes","18-01-2018","119","78","41","21.2","Not applicable","","Not applicable","","Not under a federation","",10028002,"","Not applicable","06-03-2014","Ringwood Road","Totton","","Southampton","Hampshire","SO40 8DZ","","02380864949","Mr","Robert","Hatherley","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","ASD - Autistic Spectrum Disorder","MLD - Moderate Learning Difficulty","SLD - Severe Learning Difficulty","PMLD - Profound and Multiple Learning Difficulty","","","","","","","","","","Not applicable","","","","","South East","New Forest","Totton Central","New Forest East","Urban city and town","E10000014",435465,113229,"","New Forest 005","New Forest 005B","","","","","Good","South-East England and South London","","100062528030","","E02004783","E01023075"
135885,"850","Hampshire","3671","Cranford Park Primary","Voluntary controlled school","LA maintained schools","Open","Result of Amalgamation","01-09-2010","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",210,"No Special Classes","18-01-2018","204","100","104","8.8","Not applicable","","Not applicable","","Not under a federation","",10072319,"","Not applicable","22-03-2017","Cranford Park Drive","","","Yateley","Hampshire","GU46 6LB","https://www.cranfordparkprimary.co.uk/","01252870536","Miss","Georgina","Edwards","Acting Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Yateley East","North East Hampshire","Urban city and town","E10000014",481901,160502,"","Hart 001","Hart 001A","","","","","Good","South-East England and South London","","100062349170","","E02004751","E01022890"
135887,"850","Hampshire","3672","Endeavour Primary School","Community school","LA maintained schools","Open","New Provision","01-09-2010","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",480,"No Special Classes","18-01-2018","423","214","209","15.8","Not applicable","","Not applicable","","Not under a federation","",10072318,"","Not applicable","14-02-2017","East Anton Farm Road","","","Andover","Hampshire","SP11 6RD","http://www.endeavourprimary.org","01264310458","Miss","Helen","Palmer","Headteacher (Acting)","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","Not applicable","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Test Valley","Alamein","North West Hampshire","Urban city and town","E10000014",437373,147911,"","Test Valley 003","Test Valley 003A","","","","","Good","South-East England and South London","","200010019915","","E02004816","E01023155"
135965,"851","Portsmouth","6905","Ark Charter Academy","Academy sponsor led","Academies","Open","New Provision","01-09-2009","Not applicable","","Secondary",11,18,"No boarders","Not applicable","Has a sixth form","Mixed","Church of England","None","Diocese of Portsmouth (ce)","Non-selective",800,"No Special Classes","18-01-2018","628","328","300","29.7","Supported by a multi-academy trust","ARK SCHOOLS","Linked to a sponsor","ARK Schools","Not applicable","",10027975,"","Not applicable","01-12-2016","Hyde Park Road","","","Southsea","Hampshire","PO5 4HL","http://charteracademy.org.uk/","02392824204","Mr","Mark","Masters","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Portsmouth","Charles Dickens","Portsmouth South","Urban city and town","E06000044",464360,100025,"","Portsmouth 018","Portsmouth 018A","","","","","Good","South-East England and South London","","1775041088","","E02003541","E01017035"
136078,"850","Hampshire","2107","Barncroft Primary School","Community school","LA maintained schools","Open","Result of Amalgamation","01-04-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","18-01-2018","409","208","201","29.1","Not applicable","","Not applicable","","Not under a federation","",10072309,"","Not applicable","13-07-2016","Park Lane","","","Havant","Hampshire","PO9 3HN","www.barncroftprimary.co.uk","02392482331","Mrs","Julia","Roberts","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Bedhampton","Havant","Urban city and town","E10000014",470517,107504,"","Havant 010","Havant 010D","","","","","Good","South-East England and South London","","100062457467","","E02004771","E01022908"
136112,"850","Hampshire","6075","New Forest Small School","Other independent school","Independent schools","Open","New Provision","14-05-2010","","","Not applicable",3,16,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Not applicable",70,"No Special Classes","18-01-2018","73","37","36","","Not applicable","","Not applicable","","Not applicable","",10030423,"","Not applicable","","1 Southampton Road","","","Lyndhurst","Hampshire","SO43 7BU","www.newforestsmallschool.com","02380284415","Headteacher","A","Alp","Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not approved","","","","","","","","","","","","","","","","","","","South East","New Forest","Lyndhurst","New Forest East","Rural hamlet and isolated dwellings","E10000014",430821,108572,"","New Forest 007","New Forest 007C","Ofsted",4,5,"Nicholas Alp","","South-East England and South London","","100062532904","","E02004785","E01023045"
136156,"850","Hampshire","6905","Havant Academy","Academy sponsor led","Academies","Open","New Provision","01-09-2010","Not applicable","","Secondary",11,16,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","None","Not applicable","Non-selective",700,"No Special Classes","18-01-2018","339","153","186","14.5","Supported by a multi-academy trust","THE KEMNAL ACADEMIES TRUST","Linked to a sponsor","The Kemnal Academies Trust","Not applicable","",10043655,"","Not applicable","05-06-2015","Wakefords Way","","","Havant","Hampshire","PO9 5JD","http://www.havant-tkat.org/","02393063592","Headteacher","Victoria","Adams","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Bondfields","Havant","Urban city and town","E10000014",472527,109047,"","Havant 009","Havant 009B","","","","","Good","South-East England and South London","","100062457625","","E02004770","E01022914"
136210,"852","Southampton","6011","Fitrah Sips","Other independent school","Independent schools","Open","New Provision","26-08-2010","","","Not applicable",5,16,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Islam","Muslim","Not applicable","Not applicable",60,"No Special Classes","18-01-2018","49","22","27","","Not applicable","","Not applicable","","Not applicable","",10036704,"","Not applicable","","55 Northumberland Road","","","Southampton","Hampshire","SO14 0EJ","","02380006000","Mr","Anas","Al-Korj","Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not approved","","","","","","","","","","","","","","","","","","","South East","Southampton","Bevois","Southampton, Test","Urban city and town","E06000045",442771,112351,"","Southampton 022","Southampton 022D","Ofsted",0,0,"Sabir  Amin","","South-East England and South London","","200001861820","","E02003570","E01017156"
